filing_id,politician,member_status,state_district,source_pdf,source_year,transaction_number_in_filing,owner,asset_v8_2_cleaned,asset_v8_1,ticker_v8_2_cleaned,ticker_v8_1,asset_type,transaction_type,transaction_date,notification_date,amount_min,amount_max,amount_exact,amount_category,amount_status,filing_status,subholding,location,description,comments,page,last_page,page_parse_method,page_recovery_used,filing_page_completeness_issue,suspected_missed_pages,page_continuation_used,duplicate_geometry_rows_merged,possible_adjacent_same_signature,row_shaded,geometry_quality_score,unicode_repair_applied,unicode_repair_count,needs_review,original_pdf_url,review_level,review_reason,owner_raw,asset_raw,asset_lookup_context,transaction_type_raw,transaction_date_raw,notification_date_raw,amount_raw,continuation_raw,detail_raw,review_reason_v8_1,review_level_v8_1,needs_review_v8_1,geometry_quality_score_v8_1,ticker_candidate_raw,ticker_parse_status,ticker_validation_source,ticker_changed,asset_changed_by_ticker_resolver,raw_date_has_extra_text,raw_date_prefix,date_prefix_disagrees,amount_exact_before_p2,amount_status_before_p2
20027975,Hon. April McClain Delaney,Member,MD06,20027975.pdf,2025,1,DC,A.O. Smith Corporation Common Stock,A.O. Smith Corporation Common Stock,AOS,AOS,ST,S (partial),2025-02-18,2025-03-01,15001.0,50000.0,,"$15,001 - $50,000",valid_range,New,,,,,1,1,table,False,False,,False,0,False,False,100,True,10,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027975.pdf,,,DC,A.O. Smith Corporation Common Stock (AOS) [ST] Filing Status: New,A.O. Smith Corporation Common Stock (AOS) [ST],S (partial),02/18/2025,03/01/2025,"$15,001 - $50,000",,"DC A.O. Smith Corporation Common Stock (AOS) [ST] S (partial) 02/18/2025 03/01/2025 $15,001 - $50,000 Filing Status: New",,,False,100,AOS,accepted,house_ptr_structure+v8_1,False,False,False,02/18/2025,False,,valid_range
20027975,Hon. April McClain Delaney,Member,MD06,20027975.pdf,2025,2,DC,"Brown & Brown, Inc. Common Stock","Brown & Brown, Inc. Common Stock",BRO,BRO,ST,S (partial),2025-02-10,2025-03-01,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,,,,,1,1,table,False,False,,False,0,False,True,100,True,10,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027975.pdf,,,DC,"Brown & Brown, Inc. Common Stock (BRO) [ST]","Brown & Brown, Inc. Common Stock (BRO) [ST]",S (partial),02/10/2025,03/01/2025,"$1,001 - $15,000",Filing Status: New,"DC Brown & Brown, Inc. Common Stock (BRO) [ST] S (partial) 02/10/2025 03/01/2025 $1,001 - $15,000 Filing Status: New",,,False,100,BRO,accepted,house_ptr_structure+v8_1,False,False,False,02/10/2025,False,,valid_range
20027975,Hon. April McClain Delaney,Member,MD06,20027975.pdf,2025,3,DC,"Brown & Brown, Inc. Common Stock","Brown & Brown, Inc. Common Stock",BRO,BRO,ST,S (partial),2025-02-05,2025-03-01,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,,,,,1,1,table,False,False,,False,0,False,False,100,True,10,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027975.pdf,,,DC,"Brown & Brown, Inc. Common Stock (BRO) [ST] Filing Status: New","Brown & Brown, Inc. Common Stock (BRO) [ST]",S (partial),02/05/2025,03/01/2025,"$1,001 - $15,000",,"DC Brown & Brown, Inc. Common Stock (BRO) [ST] S (partial) 02/05/2025 03/01/2025 $1,001 - $15,000 Filing Status: New",,,False,100,BRO,accepted,house_ptr_structure+v8_1,False,False,False,02/05/2025,False,,valid_range
20027975,Hon. April McClain Delaney,Member,MD06,20027975.pdf,2025,4,DC,"Brown & Brown, Inc. Common Stock","Brown & Brown, Inc. Common Stock",BRO,BRO,ST,S (partial),2025-02-06,2025-03-01,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,,,,,1,1,table,False,False,,False,0,False,True,100,True,10,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027975.pdf,,,DC,"Brown & Brown, Inc. Common Stock (BRO) [ST]","Brown & Brown, Inc. Common Stock (BRO) [ST]",S (partial),02/06/2025,03/01/2025,"$1,001 - $15,000",Filing Status: New,"DC Brown & Brown, Inc. Common Stock (BRO) [ST] S (partial) 02/06/2025 03/01/2025 $1,001 - $15,000 Filing Status: New",,,False,100,BRO,accepted,house_ptr_structure+v8_1,False,False,False,02/06/2025,False,,valid_range
20027975,Hon. April McClain Delaney,Member,MD06,20027975.pdf,2025,5,DC,"CACI International, Inc. Class A Common Stock","CACI International, Inc. Class A Common Stock",CACI,CACI,ST,S (partial),2025-02-22,2025-03-01,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,,,,,1,1,table,False,False,,False,0,False,False,100,True,10,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027975.pdf,,,DC,"CACI International, Inc. Class A Common Stock (CACI) [ST] Filing Status: New","CACI International, Inc. Class A Common Stock (CACI) [ST]",S (partial),02/22/2025,03/01/2025,"$1,001 - $15,000",,"DC CACI International, Inc. Class A Common Stock (CACI) [ST] S (partial) 02/22/2025 03/01/2025 $1,001 - $15,000 Filing Status: New",,,False,100,CACI,accepted,house_ptr_structure+v8_1,False,False,False,02/22/2025,False,,valid_range
20027975,Hon. April McClain Delaney,Member,MD06,20027975.pdf,2025,6,DC,"CACI International, Inc. Class A Common Stock","CACI International, Inc. Class A Common Stock",CACI,CACI,ST,S (partial),2025-02-18,2025-03-01,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,,,,,1,1,table,False,False,,False,0,False,True,100,True,10,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027975.pdf,,,DC,"CACI International, Inc. Class A Common Stock (CACI) [ST]","CACI International, Inc. Class A Common Stock (CACI) [ST]",S (partial),02/18/2025,03/01/2025,"$1,001 - $15,000",Filing Status: New,"DC CACI International, Inc. Class A Common Stock (CACI) [ST] S (partial) 02/18/2025 03/01/2025 $1,001 - $15,000 Filing Status: New",,,False,100,CACI,accepted,house_ptr_structure+v8_1,False,False,False,02/18/2025,False,,valid_range
20027975,Hon. April McClain Delaney,Member,MD06,20027975.pdf,2025,7,DC,"CACI International, Inc. Class A Common Stock","CACI International, Inc. Class A Common Stock",CACI,CACI,ST,P,2025-02-27,2025-03-01,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,,,,,1,1,table,False,False,,False,0,False,False,100,True,10,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027975.pdf,,,DC,"CACI International, Inc. Class A Common Stock (CACI) [ST] Filing Status: New","CACI International, Inc. Class A Common Stock (CACI) [ST]",P,02/27/2025,03/01/2025,"$1,001 - $15,000",,"DC CACI International, Inc. Class A Common Stock (CACI) [ST] P 02/27/2025 03/01/2025 $1,001 - $15,000 Filing Status: New",,,False,100,CACI,accepted,house_ptr_structure+v8_1,False,False,False,02/27/2025,False,,valid_range
20027975,Hon. April McClain Delaney,Member,MD06,20027975.pdf,2025,8,DC,CDW Corporation - Common Stock,CDW Corporation - Common Stock,CDW,CDW,ST,P,2025-02-06,2025-03-01,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,,,,,1,2,table,False,False,,True,0,False,True,98,True,10,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027975.pdf,,,DC,CDW Corporation - Common Stock,CDW Corporation - Common Stock yp $200? (CDW) [ST],P,02/06/2025,03/01/2025,"$1,001 - $15,000",yp $200? (CDW) [ST] Filing Status: New,"DC CDW Corporation - Common Stock P 02/06/2025 03/01/2025 $1,001 - $15,000 yp $200? (CDW) [ST] Filing Status: New",,,False,98,CDW,accepted,house_ptr_structure+v8_1,False,False,False,02/06/2025,False,,valid_range
20027975,Hon. April McClain Delaney,Member,MD06,20027975.pdf,2025,9,DC,"Clean Harbors, Inc. Common Stock","Clean Harbors, Inc. Common Stock",CLH,CLH,ST,S (partial),2025-02-10,2025-03-01,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,,,,,2,2,table,False,False,,False,0,False,False,100,True,10,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027975.pdf,,,DC,"Clean Harbors, Inc. Common Stock (CLH) [ST] Filing Status: New","Clean Harbors, Inc. Common Stock (CLH) [ST]",S (partial),02/10/2025,03/01/2025,"$1,001 - $15,000",,"DC Clean Harbors, Inc. Common Stock (CLH) [ST] S (partial) 02/10/2025 03/01/2025 $1,001 - $15,000 Filing Status: New",,,False,100,CLH,accepted,house_ptr_structure+v8_1,False,False,False,02/10/2025,False,,valid_range
20027975,Hon. April McClain Delaney,Member,MD06,20027975.pdf,2025,10,DC,"Clean Harbors, Inc. Common Stock","Clean Harbors, Inc. Common Stock",CLH,CLH,ST,S (partial),2025-02-07,2025-03-01,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,,,,,2,2,table,False,False,,False,0,False,True,100,True,10,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027975.pdf,,,DC,"Clean Harbors, Inc. Common Stock (CLH) [ST]","Clean Harbors, Inc. Common Stock (CLH) [ST]",S (partial),02/07/2025,03/01/2025,"$1,001 - $15,000",Filing Status: New,"DC Clean Harbors, Inc. Common Stock (CLH) [ST] S (partial) 02/07/2025 03/01/2025 $1,001 - $15,000 Filing Status: New",,,False,100,CLH,accepted,house_ptr_structure+v8_1,False,False,False,02/07/2025,False,,valid_range
