filing_id,politician,member_status,state_district,source_pdf,source_year,transaction_number_in_filing,owner,asset_v8_2_cleaned,asset_v8_1,ticker_v8_2_cleaned,ticker_v8_1,asset_type,transaction_type,transaction_date,notification_date,amount_min,amount_max,amount_exact,amount_category,amount_status,filing_status,subholding,location,description,comments,page,last_page,page_parse_method,page_recovery_used,filing_page_completeness_issue,suspected_missed_pages,page_continuation_used,duplicate_geometry_rows_merged,possible_adjacent_same_signature,row_shaded,geometry_quality_score,unicode_repair_applied,unicode_repair_count,needs_review,original_pdf_url,review_level,review_reason,owner_raw,asset_raw,asset_lookup_context,transaction_type_raw,transaction_date_raw,notification_date_raw,amount_raw,continuation_raw,detail_raw,review_reason_v8_1,review_level_v8_1,needs_review_v8_1,geometry_quality_score_v8_1,ticker_candidate_raw,ticker_parse_status,ticker_validation_source,ticker_changed,asset_changed_by_ticker_resolver,raw_date_has_extra_text,raw_date_prefix,date_prefix_disagrees
20029084,Hon. Greg Landsman,Member,OH01,20029084.pdf,2025,1,SP,Accenture plc Class A Ordinary Shares,Accenture plc Class A Ordinary Shares,ACN,ACN,ST,S,2025-03-27,2025-04-04,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Sarah Landsman Traditional IRA,,,,1,1,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20029084.pdf,,,SP,Accenture plc Class A Ordinary Shares (ACN) [ST] Filing Status: New Subholding Of: Sarah Landsman Traditi,Accenture plc Class A Ordinary Shares (ACN) [ST],S ional IRA,03/27/2025,04/04/2025,"$1,001 - $15,000",,"SP Accenture plc Class A Ordinary Shares (ACN) [ST] S 03/27/2025 04/04/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Sarah Landsman Traditional IRA",,,False,100,ACN,accepted,house_ptr_structure+v8_1,False,False,False,03/27/2025,False
20029084,Hon. Greg Landsman,Member,OH01,20029084.pdf,2025,2,SP,Alphabet Inc. - Class A Common Stock,Alphabet Inc. - Class A Common Stock,GOOGL,GOOGL,ST,S,2025-03-27,2025-04-04,15001.0,50000.0,,"$15,001 - $50,000",valid_range,New,Sarah Landsman Traditional IRA,,,,1,1,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20029084.pdf,,,SP,Alphabet Inc. - Class A Common Stock (GOOGL) [ST],Alphabet Inc. - Class A Common Stock (GOOGL) [ST],S,03/27/2025,04/04/2025,"$15,001 - $50,000",Filing Status: New Subholding Of: Sarah Landsman Traditional IRA,"SP Alphabet Inc. - Class A Common Stock (GOOGL) [ST] S 03/27/2025 04/04/2025 $15,001 - $50,000 Filing Status: New Subholding Of: Sarah Landsman Traditional IRA",,,False,100,GOOGL,accepted,house_ptr_structure+v8_1,False,False,False,03/27/2025,False
20029084,Hon. Greg Landsman,Member,OH01,20029084.pdf,2025,3,JT,"Amazon.com, Inc. - Common Stock","Amazon.com, Inc. - Common Stock",AMZN,AMZN,ST,S,2025-03-27,2025-04-04,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Rockefeller Capital Management (1),,,,1,1,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20029084.pdf,,,JT,"Amazon.com, Inc. - Common Stock (AMZN) [ST] Filing Status: New Subholding Of: Rockefeller Capital Man","Amazon.com, Inc. - Common Stock (AMZN) [ST]",S nagement (1),03/27/2025,04/04/2025,"$1,001 - $15,000",,"JT Amazon.com, Inc. - Common Stock (AMZN) [ST] S 03/27/2025 04/04/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Rockefeller Capital Management (1)",,,False,100,AMZN,accepted,house_ptr_structure+v8_1,False,False,False,03/27/2025,False
20029084,Hon. Greg Landsman,Member,OH01,20029084.pdf,2025,4,JT,"Ameriprise Financial, Inc. Common Stock","Ameriprise Financial, Inc. Common Stock",AMP,AMP,ST,S,2025-03-27,2025-04-04,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Rockefeller Capital Management (1),,,,1,1,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20029084.pdf,,,JT,"Ameriprise Financial, Inc. Common Stock (AMP) [ST]","Ameriprise Financial, Inc. Common Stock (AMP) [ST]",S,03/27/2025,04/04/2025,"$1,001 - $15,000",Filing Status: New Subholding Of: Rockefeller Capital Management (1),"JT Ameriprise Financial, Inc. Common Stock (AMP) [ST] S 03/27/2025 04/04/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Rockefeller Capital Management (1)",,,False,100,AMP,accepted,house_ptr_structure+v8_1,False,False,False,03/27/2025,False
20029084,Hon. Greg Landsman,Member,OH01,20029084.pdf,2025,5,SP,"Ameriprise Financial, Inc. Common Stock","Ameriprise Financial, Inc. Common Stock",AMP,AMP,ST,S,2025-03-27,2025-04-04,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Sarah Landsman Traditional IRA,,,,1,1,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20029084.pdf,,,SP,"Ameriprise Financial, Inc. Common Stock (AMP) [ST] Filing Status: New Subholding Of: Sarah Landsman Traditi","Ameriprise Financial, Inc. Common Stock (AMP) [ST]",S ional IRA,03/27/2025,04/04/2025,"$1,001 - $15,000",,"SP Ameriprise Financial, Inc. Common Stock (AMP) [ST] S 03/27/2025 04/04/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Sarah Landsman Traditional IRA",,,False,100,AMP,accepted,house_ptr_structure+v8_1,False,False,False,03/27/2025,False
20029084,Hon. Greg Landsman,Member,OH01,20029084.pdf,2025,6,SP,Apple Inc. - Common Stock,Apple Inc. - Common Stock,AAPL,AAPL,ST,S,2025-03-27,2025-04-04,15001.0,50000.0,,"$15,001 - $50,000",valid_range,New,Sarah Landsman Traditional IRA,,,,1,1,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20029084.pdf,,,SP,Apple Inc. - Common Stock (AAPL) [ST],Apple Inc. - Common Stock (AAPL) [ST],S,03/27/2025,04/04/2025,"$15,001 - $50,000",Filing Status: New Subholding Of: Sarah Landsman Traditional IRA,"SP Apple Inc. - Common Stock (AAPL) [ST] S 03/27/2025 04/04/2025 $15,001 - $50,000 Filing Status: New Subholding Of: Sarah Landsman Traditional IRA",,,False,100,AAPL,accepted,house_ptr_structure+v8_1,False,False,False,03/27/2025,False
20029084,Hon. Greg Landsman,Member,OH01,20029084.pdf,2025,7,JT,Apple Inc. - Common Stock,Apple Inc. - Common Stock,AAPL,AAPL,ST,S,2025-03-27,2025-04-04,15001.0,50000.0,,"$15,001 - $50,000",valid_range,New,Rockefeller Capital Management (2),,,,2,2,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20029084.pdf,,,JT,Apple Inc. - Common Stock (AAPL) [ST] Filing Status: New Subholding Of: Rockefeller Capital Man,Apple Inc. - Common Stock (AAPL) [ST],S nagement (2),03/27/2025,04/04/2025,"$15,001 - $50,000",,"JT Apple Inc. - Common Stock (AAPL) [ST] S 03/27/2025 04/04/2025 $15,001 - $50,000 Filing Status: New Subholding Of: Rockefeller Capital Management (2)",,,False,100,AAPL,accepted,house_ptr_structure+v8_1,False,False,False,03/27/2025,False
20029084,Hon. Greg Landsman,Member,OH01,20029084.pdf,2025,8,SP,"Arista Networks, Inc. Common Stock","Arista Networks, Inc. Common Stock",ANET,ANET,ST,S,2025-03-27,2025-04-04,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Sarah Landsman Traditional IRA,,,,2,2,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20029084.pdf,,,SP,"Arista Networks, Inc. Common Stock (ANET) [ST]","Arista Networks, Inc. Common Stock (ANET) [ST]",S,03/27/2025,04/04/2025,"$1,001 - $15,000",Filing Status: New Subholding Of: Sarah Landsman Traditional IRA,"SP Arista Networks, Inc. Common Stock (ANET) [ST] S 03/27/2025 04/04/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Sarah Landsman Traditional IRA",,,False,100,ANET,accepted,house_ptr_structure+v8_1,False,False,False,03/27/2025,False
20029084,Hon. Greg Landsman,Member,OH01,20029084.pdf,2025,9,SP,"BlackRock, Inc. Common Stock","BlackRock, Inc. Common Stock",BLK,BLK,ST,S,2025-03-27,2025-04-04,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Sarah Landsman Traditional IRA,,,,2,2,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20029084.pdf,,,SP,"BlackRock, Inc. Common Stock (BLK) [ST] Filing Status: New Subholding Of: Sarah Landsman Traditi","BlackRock, Inc. Common Stock (BLK) [ST]",S ional IRA,03/27/2025,04/04/2025,"$1,001 - $15,000",,"SP BlackRock, Inc. Common Stock (BLK) [ST] S 03/27/2025 04/04/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Sarah Landsman Traditional IRA",,,False,100,BLK,accepted,house_ptr_structure+v8_1,False,False,False,03/27/2025,False
20029084,Hon. Greg Landsman,Member,OH01,20029084.pdf,2025,10,JT,Bristol-Myers Squibb Company Common Stock,Bristol-Myers Squibb Company Common Stock,BMY,BMY,ST,S,2025-03-27,2025-04-04,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Rockefeller Capital Management (2),,,,2,2,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20029084.pdf,,,JT,Bristol-Myers Squibb Company Common Stock (BMY) [ST],Bristol-Myers Squibb Company Common Stock (BMY) [ST],S,03/27/2025,04/04/2025,"$1,001 - $15,000",Filing Status: New Subholding Of: Rockefeller Capital Management (2),"JT Bristol-Myers Squibb Company Common Stock (BMY) [ST] S 03/27/2025 04/04/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Rockefeller Capital Management (2)",,,False,100,BMY,accepted,house_ptr_structure+v8_1,False,False,False,03/27/2025,False
