filing_id,politician,member_status,state_district,source_pdf,source_year,transaction_number_in_filing,owner,asset_v8_2_cleaned,asset_v8_1,ticker_v8_2_cleaned,ticker_v8_1,asset_type,transaction_type,transaction_date,notification_date,amount_min,amount_max,amount_exact,amount_category,amount_status,filing_status,subholding,location,description,comments,page,last_page,page_parse_method,page_recovery_used,filing_page_completeness_issue,suspected_missed_pages,page_continuation_used,duplicate_geometry_rows_merged,possible_adjacent_same_signature,row_shaded,geometry_quality_score,unicode_repair_applied,unicode_repair_count,needs_review,original_pdf_url,review_level,review_reason,owner_raw,asset_raw,asset_lookup_context,transaction_type_raw,transaction_date_raw,notification_date_raw,amount_raw,continuation_raw,detail_raw,review_reason_v8_1,review_level_v8_1,needs_review_v8_1,geometry_quality_score_v8_1,ticker_candidate_raw,ticker_parse_status,ticker_validation_source,ticker_changed,asset_changed_by_ticker_resolver,raw_date_has_extra_text,raw_date_prefix,date_prefix_disagrees
20027936,Hon. Julie Johnson,Member,TX32,20027936.pdf,2025,1,JT,Albemarle Corporation Common Stock,Albemarle Corporation Common Stock,ALB,ALB,ST,S,2025-02-12,2025-03-06,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Merrill Lynch Tax Efficient Core,,,,1,1,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027936.pdf,,,JT,Albemarle Corporation Common Stock (ALB) [ST] Filing Status: New Subholding Of: Merrill Lynch Tax Efficie,Albemarle Corporation Common Stock (ALB) [ST],S ent Core,02/12/2025,03/06/2025,"$1,001 - $15,000",,"JT Albemarle Corporation Common Stock (ALB) [ST] S 02/12/2025 03/06/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Merrill Lynch Tax Efficient Core",,,False,100,ALB,accepted,house_ptr_structure+v8_1,False,False,False,02/12/2025,False
20027936,Hon. Julie Johnson,Member,TX32,20027936.pdf,2025,2,JT,Amdocs Limited - Ordinary Shares,Amdocs Limited - Ordinary Shares,DOX,DOX,ST,S,2025-02-11,2025-03-06,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Merrill Lynch Long Term Growth,,,,1,1,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027936.pdf,,,JT,Amdocs Limited - Ordinary Shares (DOX) [ST],Amdocs Limited - Ordinary Shares (DOX) [ST],S,02/11/2025,03/06/2025,"$1,001 - $15,000",Filing Status: New Subholding Of: Merrill Lynch Long Term Growth,"JT Amdocs Limited - Ordinary Shares (DOX) [ST] S 02/11/2025 03/06/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Merrill Lynch Long Term Growth",,,False,100,DOX,accepted,house_ptr_structure+v8_1,False,False,False,02/11/2025,False
20027936,Hon. Julie Johnson,Member,TX32,20027936.pdf,2025,3,JT,Aptiv PLC Ordinary Shares,Aptiv PLC Ordinary Shares,APTV,APTV,ST,P,2025-02-12,2025-03-06,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Merrill Lynch Tax Efficient Core,,,,1,1,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027936.pdf,,,JT,Aptiv PLC Ordinary Shares (APTV) [ST] Filing Status: New Subholding Of: Merrill Lynch Tax Efficie,Aptiv PLC Ordinary Shares (APTV) [ST],P ent Core,02/12/2025,03/06/2025,"$1,001 - $15,000",,"JT Aptiv PLC Ordinary Shares (APTV) [ST] P 02/12/2025 03/06/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Merrill Lynch Tax Efficient Core",,,False,100,APTV,accepted,house_ptr_structure+v8_1,False,False,False,02/12/2025,False
20027936,Hon. Julie Johnson,Member,TX32,20027936.pdf,2025,4,JT,"Arista Networks, Inc. Common Stock","Arista Networks, Inc. Common Stock",ANET,ANET,ST,P,2025-02-12,2025-03-06,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Merrill Lynch Tax Efficient Core,,,,1,1,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027936.pdf,,,JT,"Arista Networks, Inc. Common Stock (ANET) [ST]","Arista Networks, Inc. Common Stock (ANET) [ST]",P,02/12/2025,03/06/2025,"$1,001 - $15,000",Filing Status: New Subholding Of: Merrill Lynch Tax Efficient Core,"JT Arista Networks, Inc. Common Stock (ANET) [ST] P 02/12/2025 03/06/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Merrill Lynch Tax Efficient Core",,,False,100,ANET,accepted,house_ptr_structure+v8_1,False,False,False,02/12/2025,False
20027936,Hon. Julie Johnson,Member,TX32,20027936.pdf,2025,5,JT,"BlackRock, Inc. Common Stock","BlackRock, Inc. Common Stock",BLK,BLK,ST,S (partial),2025-02-24,2025-03-06,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Chase Brokerage Account (3935),,,,1,1,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027936.pdf,,,JT,"BlackRock, Inc. Common Stock (BLK) [ST] Filing Status: New Subholding Of: Chase Brokerage Accoun","BlackRock, Inc. Common Stock (BLK) [ST]",S (partial) nt (3935),02/24/2025,03/06/2025,"$1,001 - $15,000",,"JT BlackRock, Inc. Common Stock (BLK) [ST] S (partial) 02/24/2025 03/06/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Chase Brokerage Account (3935)",,,False,100,BLK,accepted,house_ptr_structure+v8_1,False,False,False,02/24/2025,False
20027936,Hon. Julie Johnson,Member,TX32,20027936.pdf,2025,6,JT,Boeing Company,Boeing Company,BA,BA,ST,P,2025-02-12,2025-03-06,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Merrill Lynch Tax Efficient Core,,,,1,1,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027936.pdf,,,JT,Boeing Company (BA) [ST],Boeing Company (BA) [ST],P,02/12/2025,03/06/2025,"$1,001 - $15,000",Filing Status: New Subholding Of: Merrill Lynch Tax Efficient Core,"JT Boeing Company (BA) [ST] P 02/12/2025 03/06/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Merrill Lynch Tax Efficient Core",,,False,100,BA,accepted,house_ptr_structure+v8_1,False,False,False,02/12/2025,False
20027936,Hon. Julie Johnson,Member,TX32,20027936.pdf,2025,7,JT,BorgWarner Inc. Common Stock,BorgWarner Inc. Common Stock,BWA,BWA,ST,P,2025-02-12,2025-03-06,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Merrill Lynch Tax Efficient Core,,,,2,2,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027936.pdf,,,JT,BorgWarner Inc. Common Stock (BWA) [ST] Filing Status: New Subholding Of: Merrill Lynch Tax Efficie,BorgWarner Inc. Common Stock (BWA) [ST],P ent Core,02/12/2025,03/06/2025,"$1,001 - $15,000",,"JT BorgWarner Inc. Common Stock (BWA) [ST] P 02/12/2025 03/06/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Merrill Lynch Tax Efficient Core",,,False,100,BWA,accepted,house_ptr_structure+v8_1,False,False,False,02/12/2025,False
20027936,Hon. Julie Johnson,Member,TX32,20027936.pdf,2025,8,JT,"CACI International, Inc. Class A Common Stock","CACI International, Inc. Class A Common Stock",CACI,CACI,ST,S,2025-02-11,2025-03-06,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Merrill Lynch Long Term Growth,,,,2,2,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027936.pdf,,,JT,"CACI International, Inc. Class A Common Stock (CACI) [ST]","CACI International, Inc. Class A Common Stock (CACI) [ST]",S,02/11/2025,03/06/2025,"$1,001 - $15,000",Filing Status: New Subholding Of: Merrill Lynch Long Term Growth,"JT CACI International, Inc. Class A Common Stock (CACI) [ST] S 02/11/2025 03/06/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Merrill Lynch Long Term Growth",,,False,100,CACI,accepted,house_ptr_structure+v8_1,False,False,False,02/11/2025,False
20027936,Hon. Julie Johnson,Member,TX32,20027936.pdf,2025,9,JT,Capital One Financial Corporation Common Stock,Capital One Financial Corporation Common Stock,COF,COF,ST,P,2025-02-24,2025-03-06,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Chase Brokerage Account (3935),,,,2,2,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027936.pdf,,,JT,Capital One Financial Corporation Common Stock (COF) [ST] Filing Status: New Subholding Of: Chase Brokerage Accoun,Capital One Financial Corporation Common Stock (COF) [ST],P nt (3935),02/24/2025,03/06/2025,"$1,001 - $15,000",,"JT Capital One Financial Corporation Common Stock (COF) [ST] P 02/24/2025 03/06/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Chase Brokerage Account (3935)",,,False,100,COF,accepted,house_ptr_structure+v8_1,False,False,False,02/24/2025,False
20027936,Hon. Julie Johnson,Member,TX32,20027936.pdf,2025,10,JT,Capital One Financial Corporation Common Stock,Capital One Financial Corporation Common Stock,COF,COF,ST,P,2025-02-14,2025-03-06,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Chase Brokerage Account (3935),,,,2,2,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20027936.pdf,,,JT,Capital One Financial Corporation Common Stock (COF) [ST],Capital One Financial Corporation Common Stock (COF) [ST],P,02/14/2025,03/06/2025,"$1,001 - $15,000",Filing Status: New Subholding Of: Chase Brokerage Account (3935),"JT Capital One Financial Corporation Common Stock (COF) [ST] P 02/14/2025 03/06/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Chase Brokerage Account (3935)",,,False,100,COF,accepted,house_ptr_structure+v8_1,False,False,False,02/14/2025,False
