filing_id,politician,member_status,state_district,source_pdf,source_year,transaction_number_in_filing,owner,asset_v8_2_cleaned,asset_v8_1,ticker_v8_2_cleaned,ticker_v8_1,asset_type,transaction_type,transaction_date,notification_date,amount_min,amount_max,amount_exact,amount_category,amount_status,filing_status,subholding,location,description,comments,page,last_page,page_parse_method,page_recovery_used,filing_page_completeness_issue,suspected_missed_pages,page_continuation_used,duplicate_geometry_rows_merged,possible_adjacent_same_signature,row_shaded,geometry_quality_score,unicode_repair_applied,unicode_repair_count,needs_review,original_pdf_url,review_level,review_reason,owner_raw,asset_raw,asset_lookup_context,transaction_type_raw,transaction_date_raw,notification_date_raw,amount_raw,continuation_raw,detail_raw,review_reason_v8_1,review_level_v8_1,needs_review_v8_1,geometry_quality_score_v8_1,ticker_candidate_raw,ticker_parse_status,ticker_validation_source,ticker_changed,asset_changed_by_ticker_resolver,raw_date_has_extra_text,raw_date_prefix,date_prefix_disagrees
20030803,Cleo Fields,Member,LA06,20030803.pdf,2025,1,,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc.",AMD,AMD,ST,P,2025-07-30,2025-07-30,15001.0,50000.0,,"$15,001 - $50,000",valid_range,New,Morgan Stanley - E*TRADE #2,,,,1,1,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030803.pdf,,,,"Advanced Micro Devices, Inc. (AMD) [ST] Filing Status: New Subholding Of: Morgan Stanley - E*TRA","Advanced Micro Devices, Inc. (AMD) [ST]",P ADE #2,07/30/2025,07/30/2025,"$15,001 - $50,000",,"Advanced Micro Devices, Inc. (AMD) [ST] P 07/30/2025 07/30/2025 $15,001 - $50,000 Filing Status: New Subholding Of: Morgan Stanley - E*TRADE #2",,,False,100,AMD,accepted,house_ptr_structure+v8_1,False,False,False,07/30/2025,False
20030803,Cleo Fields,Member,LA06,20030803.pdf,2025,2,,Alphabet Inc. - Class C Capital Stock,Alphabet Inc. - Class C Capital Stock,GOOG,GOOG,ST,P,2025-07-30,2025-07-30,100001.0,250000.0,,"$100,001 - $250,000",valid_range,New,Morgan Stanley - E*TRADE #2,,,,1,1,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030803.pdf,,,,Alphabet Inc. - Class C Capital Stock (GOOG) [ST],Alphabet Inc. - Class C Capital Stock (GOOG) [ST],P,07/30/2025,07/30/2025,"$100,001 - $250,000",Filing Status: New Subholding Of: Morgan Stanley - E*TRADE #2,"Alphabet Inc. - Class C Capital Stock (GOOG) [ST] P 07/30/2025 07/30/2025 $100,001 - $250,000 Filing Status: New Subholding Of: Morgan Stanley - E*TRADE #2",,,False,100,GOOG,accepted,house_ptr_structure+v8_1,False,False,False,07/30/2025,False
20030803,Cleo Fields,Member,LA06,20030803.pdf,2025,3,,Alphabet Inc. - Class C Capital Stock,Alphabet Inc. - Class C Capital Stock,GOOG,GOOG,ST,P,2025-07-29,2025-07-29,50001.0,100000.0,,"$50,001 - $100,000",valid_range,New,Morgan Stanley - E*TRADE #2,,,,1,1,table,False,False,,False,0,True,False,95,True,20,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030803.pdf,low,adjacent transaction has same core signature,,Alphabet Inc. - Class C Capital Stock (GOOG) [ST] Filing Status: New Subholding Of: Morgan Stanley - E*TRA,Alphabet Inc. - Class C Capital Stock (GOOG) [ST],P ADE #2,07/29/2025,07/29/2025,"$50,001 - $100,000",,"Alphabet Inc. - Class C Capital Stock (GOOG) [ST] P 07/29/2025 07/29/2025 $50,001 - $100,000 Filing Status: New Subholding Of: Morgan Stanley - E*TRADE #2",adjacent transaction has same core signature,low,True,95,GOOG,accepted,house_ptr_structure+v8_1,False,False,False,07/29/2025,False
20030803,Cleo Fields,Member,LA06,20030803.pdf,2025,4,,Alphabet Inc. - Class C Capital Stock,Alphabet Inc. - Class C Capital Stock,GOOG,GOOG,ST,P,2025-07-29,2025-07-29,50001.0,100000.0,,"$50,001 - $100,000",valid_range,New,Morgan Stanley - E*TRADE #2,,,,1,1,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030803.pdf,,,,Alphabet Inc. - Class C Capital Stock (GOOG) [ST],Alphabet Inc. - Class C Capital Stock (GOOG) [ST],P,07/29/2025,07/29/2025,"$50,001 - $100,000",Filing Status: New Subholding Of: Morgan Stanley - E*TRADE #2,"Alphabet Inc. - Class C Capital Stock (GOOG) [ST] P 07/29/2025 07/29/2025 $50,001 - $100,000 Filing Status: New Subholding Of: Morgan Stanley - E*TRADE #2",,,False,100,GOOG,accepted,house_ptr_structure+v8_1,False,False,False,07/29/2025,False
20030803,Cleo Fields,Member,LA06,20030803.pdf,2025,5,,Alphabet Inc. - Class C Capital Stock,Alphabet Inc. - Class C Capital Stock,GOOG,GOOG,ST,P,2025-07-17,2025-07-17,100001.0,250000.0,,"$100,001 - $250,000",valid_range,New,Morgan Stanley - E*TRADE #2,,,,1,1,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030803.pdf,,,,Alphabet Inc. - Class C Capital Stock (GOOG) [ST] Filing Status: New Subholding Of: Morgan Stanley - E*TRA,Alphabet Inc. - Class C Capital Stock (GOOG) [ST],P ADE #2,07/17/2025,07/17/2025,"$100,001 - $250,000",,"Alphabet Inc. - Class C Capital Stock (GOOG) [ST] P 07/17/2025 07/17/2025 $100,001 - $250,000 Filing Status: New Subholding Of: Morgan Stanley - E*TRADE #2",,,False,100,GOOG,accepted,house_ptr_structure+v8_1,False,False,False,07/17/2025,False
20030803,Cleo Fields,Member,LA06,20030803.pdf,2025,6,,Alphabet Inc. - Class C Capital Stock,Alphabet Inc. - Class C Capital Stock,GOOG,GOOG,ST,P,2025-07-14,2025-07-14,100001.0,250000.0,,"$100,001 - $250,000",valid_range,New,Morgan Stanley - E*TRADE #2,,,,1,1,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030803.pdf,,,,Alphabet Inc. - Class C Capital Stock (GOOG) [ST],Alphabet Inc. - Class C Capital Stock (GOOG) [ST],P,07/14/2025,07/14/2025,"$100,001 - $250,000",Filing Status: New Subholding Of: Morgan Stanley - E*TRADE #2,"Alphabet Inc. - Class C Capital Stock (GOOG) [ST] P 07/14/2025 07/14/2025 $100,001 - $250,000 Filing Status: New Subholding Of: Morgan Stanley - E*TRADE #2",,,False,100,GOOG,accepted,house_ptr_structure+v8_1,False,False,False,07/14/2025,False
20030803,Cleo Fields,Member,LA06,20030803.pdf,2025,7,,"Amazon.com, Inc. - Common Stock","Amazon.com, Inc. - Common Stock",AMZN,AMZN,ST,P,2025-07-16,2025-07-16,100001.0,250000.0,,"$100,001 - $250,000",valid_range,New,Morgan Stanley - E*TRADE #2,,,,2,2,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030803.pdf,,,,"Amazon.com, Inc. - Common Stock (AMZN) [ST] Filing Status: New Subholding Of: Morgan Stanley - E*TRA","Amazon.com, Inc. - Common Stock (AMZN) [ST]",P ADE #2,07/16/2025,07/16/2025,"$100,001 - $250,000",,"Amazon.com, Inc. - Common Stock (AMZN) [ST] P 07/16/2025 07/16/2025 $100,001 - $250,000 Filing Status: New Subholding Of: Morgan Stanley - E*TRADE #2",,,False,100,AMZN,accepted,house_ptr_structure+v8_1,False,False,False,07/16/2025,False
20030803,Cleo Fields,Member,LA06,20030803.pdf,2025,8,,"Amazon.com, Inc. - Common Stock","Amazon.com, Inc. - Common Stock",AMZN,AMZN,ST,P,2025-07-14,2025-07-14,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Morgan Stanley - E*TRADE #2,,,,2,2,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030803.pdf,,,,"Amazon.com, Inc. - Common Stock (AMZN) [ST]","Amazon.com, Inc. - Common Stock (AMZN) [ST]",P,07/14/2025,07/14/2025,"$1,001 - $15,000",Filing Status: New Subholding Of: Morgan Stanley - E*TRADE #2,"Amazon.com, Inc. - Common Stock (AMZN) [ST] P 07/14/2025 07/14/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Morgan Stanley - E*TRADE #2",,,False,100,AMZN,accepted,house_ptr_structure+v8_1,False,False,False,07/14/2025,False
20030803,Cleo Fields,Member,LA06,20030803.pdf,2025,9,,"Amazon.com, Inc. - Common Stock","Amazon.com, Inc. - Common Stock",AMZN,AMZN,ST,P,2025-07-29,2025-07-29,100001.0,250000.0,,"$100,001 - $250,000",valid_range,New,Morgan Stanley - E*TRADE #2,,,,2,2,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030803.pdf,,,,"Amazon.com, Inc. - Common Stock (AMZN) [ST] Filing Status: New Subholding Of: Morgan Stanley - E*TRA","Amazon.com, Inc. - Common Stock (AMZN) [ST]",P ADE #2,07/29/2025,07/29/2025,"$100,001 - $250,000",,"Amazon.com, Inc. - Common Stock (AMZN) [ST] P 07/29/2025 07/29/2025 $100,001 - $250,000 Filing Status: New Subholding Of: Morgan Stanley - E*TRADE #2",,,False,100,AMZN,accepted,house_ptr_structure+v8_1,False,False,False,07/29/2025,False
20030803,Cleo Fields,Member,LA06,20030803.pdf,2025,10,,Apple Inc. - Common Stock,Apple Inc. - Common Stock,AAPL,AAPL,ST,P,2025-07-29,2025-07-29,100001.0,250000.0,,"$100,001 - $250,000",valid_range,New,Morgan Stanley - E*TRADE #2,,,,2,2,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030803.pdf,,,,Apple Inc. - Common Stock (AAPL) [ST],Apple Inc. - Common Stock (AAPL) [ST],P,07/29/2025,07/29/2025,"$100,001 - $250,000",Filing Status: New Subholding Of: Morgan Stanley - E*TRADE #2,"Apple Inc. - Common Stock (AAPL) [ST] P 07/29/2025 07/29/2025 $100,001 - $250,000 Filing Status: New Subholding Of: Morgan Stanley - E*TRADE #2",,,False,100,AAPL,accepted,house_ptr_structure+v8_1,False,False,False,07/29/2025,False
